No. NF;DATA EMISSAO;VALOR IPI;NOME ARQUIVO XML
NF 65326;2012-06-25;20.33;43120602808708002908550010000653261074187682-old.xml
NF 205151;2012-06-25;35.72;43120602808708003203550010002051511527146976-nfe.xml
NF 205151;2012-06-25;17.71;43120602808708003203550010002051511527146976-nfe.xml
NF 205151;2012-06-25;264.12;43120602808708003203550010002051511527146976-nfe.xml
NF 205290;2012-06-26;61.12;43120602808708003203550010002052901468390806-nfe.xml
NF 205290;2012-06-26;62.94;43120602808708003203550010002052901468390806-nfe.xml
NF 205290;2012-06-26;15.16;43120602808708003203550010002052901468390806-nfe.xml
NF 65497;2012-06-28;97.01;43120602808708002908550010000654971437228456-old.xml
NF 65497;2012-06-28;20.62;43120602808708002908550010000654971437228456-old.xml
NF 65497;2012-06-28;22.39;43120602808708002908550010000654971437228456-old.xml
NF 204294;2012-06-14;51.27;43120602808708003203550010002042941558332389-old.xml
NF 205291;2012-06-26;44.27;43120602808708003203550010002052911488309572-nfe.xml
NF 205291;2012-06-26;71.35;43120602808708003203550010002052911488309572-nfe.xml
NF 205291;2012-06-26;15.44;43120602808708003203550010002052911488309572-nfe.xml
NF 64899;2012-06-15;13.75;43120602808708002908550010000648991162194809-old.xml
NF 64899;2012-06-15;6.87;43120602808708002908550010000648991162194809-old.xml
NF 64899;2012-06-15;41.19;43120602808708002908550010000648991162194809-old.xml
NF 65381;2012-06-26;107.18;43120602808708002908550010000653811535360795-old.xml
NF 204514;2012-06-16;45.51;43120602808708003203550010002045141425309608-old.xml
NF 204514;2012-06-16;14.37;43120602808708003203550010002045141425309608-old.xml
NF 204514;2012-06-16;57.95;43120602808708003203550010002045141425309608-old.xml
NF 202777;2012-05-26;99.07;43120502808708003203550010002027771492243239-nfe.xml
NF 202777;2012-05-26;157.64;43120502808708003203550010002027771492243239-nfe.xml
NF 202777;2012-05-26;67.84;43120502808708003203550010002027771492243239-nfe.xml
NF 201146;2012-05-10;342.81;43120502808708003203550010002011461098366110-old.xml
NF 201146;2012-05-10;480.64;43120502808708003203550010002011461098366110-old.xml
NF 63866;2012-05-22;32.23;43120502808708002908550010000638661584288243-old.xml
NF 63866;2012-05-22;68.52;43120502808708002908550010000638661584288243-old.xml
NF 63866;2012-05-22;64.47;43120502808708002908550010000638661584288243-old.xml
NF 200668;2012-05-05;804.74;43120502808708003203550010002006682300303615-nfe.xml
NF 202647;2012-05-25;355.59;43120502808708003203550010002026471404199459-old.xml
NF 202647;2012-05-25;124.10;43120502808708003203550010002026471404199459-old.xml
NF 202647;2012-05-25;70.55;43120502808708003203550010002026471404199459-old.xml
NF 63869;2012-05-22;185.49;43120502808708002908550010000638691504179851-old.xml
NF 200691;2012-05-05;735.59;43120502808708003203550010002006911499374473-nfe.xml
NF 200691;2012-05-05;89.57;43120502808708003203550010002006911499374473-nfe.xml
NF 63606;2012-05-15;12.70;43120502808708002908550010000636061106138283-nfe.xml
NF 63606;2012-05-15;14.31;43120502808708002908550010000636061106138283-nfe.xml
NF 63606;2012-05-15;6.35;43120502808708002908550010000636061106138283-nfe.xml
NF 201724;2012-05-16;14.63;43120502808708003203550010002017241560414929-nfe.xml
NF 63424;2012-05-11;168.24;43120502808708002908550010000634241080117974-nfe.xml
NF 63424;2012-05-11;39.30;43120502808708002908550010000634241080117974-nfe.xml
NF 63424;2012-05-11;37.99;43120502808708002908550010000634241080117974-nfe.xml
NF 200986;2012-05-09;801.84;43120502808708003203550010002009862397229894-nfe.xml
NF 63209;2012-05-07;119.40;43120502808708002908550010000632091380150350-nfe.xml
NF 63209;2012-05-07;119.40;43120502808708002908550010000632091380150350-nfe.xml
NF 63196;2012-05-05;31.74;43120502808708002908550010000631961573366583-nfe.xml
NF 63196;2012-05-05;14.31;43120502808708002908550010000631961573366583-nfe.xml
NF 63196;2012-05-05;99.72;43120502808708002908550010000631961573366583-nfe.xml
NF 202436;2012-05-23;826.23;43120502808708003203550010002024361454400420-nfe.xml
NF 63607;2012-05-15;132.81;43120502808708002908550010000636071126249533-nfe.xml
NF 63607;2012-05-15;66.48;43120502808708002908550010000636071126249533-nfe.xml
NF 63607;2012-05-15;55.97;43120502808708002908550010000636071126249533-nfe.xml
NF 201421;2012-05-12;428.65;43120502808708003203550010002014212566339899-old.xml
NF 201421;2012-05-12;193.24;43120502808708003203550010002014212566339899-old.xml
NF 202435;2012-05-23;118.51;43120502808708003203550010002024351372132379-old.xml
NF 202435;2012-05-23;58.10;43120502808708003203550010002024351372132379-old.xml
NF 202435;2012-05-23;464.83;43120502808708003203550010002024351372132379-old.xml
NF 200423;2012-05-03;787.88;43120502808708003203550010002004231479395059-nfe.xml
NF 201649;2012-05-15;355.59;43120502808708003203550010002016491432355109-old.xml
NF 201649;2012-05-15;122.98;43120502808708003203550010002016491432355109-old.xml
NF 201649;2012-05-15;57.95;43120502808708003203550010002016491432355109-old.xml
NF 201292;2012-05-11;676.32;43120502808708003203550010002012922470279632-nfe.xml
NF 201292;2012-05-11;179.15;43120502808708003203550010002012922470279632-nfe.xml
NF 202001;2012-05-18;280.18;43120502808708003203550010002020011468125748-old.xml
NF 63959;2012-05-24;27.46;43120502808708002908550010000639591471275333-old.xml
NF 200528;2012-05-04;711.83;43120502808708003203550010002005282450191986-nfe.xml
NF 201137;2012-05-10;549.68;43120502808708003203550010002011372497239103-old.xml
NF 63050;2012-05-02;128.74;43120502808708002908550010000630501462258559-old.xml
NF 63050;2012-05-02;154.00;43120502808708002908550010000630501462258559-old.xml
NF 63050;2012-05-02;12.24;43120502808708002908550010000630501462258559-old.xml
NF 64061;2012-05-26;15.33;43120502808708002908550010000640611464412227-old.xml
NF 64061;2012-05-26;73.78;43120502808708002908550010000640611464412227-old.xml
NF 63423;2012-05-11;28.43;43120502808708002908550010000634231060397281-old.xml
NF 63801;2012-05-19;32.23;43120502808708002908550010000638011586266102-old.xml
NF 63228;2012-05-07;30.66;43120502808708002908550010000632281121397494-nfe.xml
NF 63228;2012-05-07;12.70;43120502808708002908550010000632281121397494-nfe.xml
NF 202652;2012-05-25;166.59;43120502808708003203550010002026521463323160-old.xml
NF 202652;2012-05-25;480.64;43120502808708003203550010002026521463323160-old.xml
NF 201422;2012-05-12;15.17;43120502808708003203550010002014222007223500-nfe.xml
NF 201422;2012-05-12;14.63;43120502808708003203550010002014222007223500-nfe.xml
NF 201422;2012-05-12;32.84;43120502808708003203550010002014222007223500-nfe.xml
NF 200558;2012-05-04;170.82;43120502808708003203550010002005581419259311-nfe.xml
NF 200558;2012-05-04;351.53;43120502808708003203550010002005581419259311-nfe.xml
NF 200558;2012-05-04;17.40;43120502808708003203550010002005581419259311-nfe.xml
NF 202091;2012-05-19;775.69;43120502808708003203550010002020912477252680-old.xml
NF 202091;2012-05-19;54.42;43120502808708003203550010002020912477252680-old.xml
NF 64062;2012-05-26;135.00;43120502808708002908550010000640621474104034-old.xml
NF 64062;2012-05-26;13.23;43120502808708002908550010000640621474104034-old.xml
NF 64062;2012-05-26;14.31;43120502808708002908550010000640621474104034-old.xml
NF 202645;2012-05-25;355.59;43120502808708003203550010002026451326159453-old.xml
NF 202645;2012-05-25;124.10;43120502808708003203550010002026451326159453-old.xml
NF 202645;2012-05-25;70.55;43120502808708003203550010002026451326159453-old.xml
NF 202186;2012-05-21;8.85;43120502808708003203550010002021862478168947-nfe.xml
NF 202186;2012-05-21;289.30;43120502808708003203550010002021862478168947-nfe.xml
NF 201648;2012-05-15;195.48;43120502808708003203550010002016481332236933-nfe.xml
NF 201296;2012-05-11;717.58;43120502808708003203550010002012962520173300-old.xml
NF 201296;2012-05-11;144.09;43120502808708003203550010002012962520173300-old.xml
NF 63229;2012-05-07;230.38;43120502808708002908550010000632291141122382-nfe.xml
NF 63229;2012-05-07;39.35;43120502808708002908550010000632291141122382-nfe.xml
NF 63229;2012-05-07;38.67;43120502808708002908550010000632291141122382-nfe.xml
NF 202777;2012-05-26;99.07;43120502808708003203550010002027771492243239-old.xml
NF 202777;2012-05-26;157.64;43120502808708003203550010002027771492243239-old.xml
NF 202777;2012-05-26;67.84;43120502808708003203550010002027771492243239-old.xml
NF 200668;2012-05-05;804.74;43120502808708003203550010002006682300303615-old.xml
NF 63605;2012-05-15;7.66;43120502808708002908550010000636051016164199-nfe.xml
NF 63605;2012-05-15;7.51;43120502808708002908550010000636051016164199-nfe.xml
NF 200691;2012-05-05;735.59;43120502808708003203550010002006911499374473-old.xml
NF 200691;2012-05-05;89.57;43120502808708003203550010002006911499374473-old.xml
NF 201602;2012-05-15;385.37;43120502808708003203550010002016022508193556-nfe.xml
NF 203055;2012-05-30;273.75;43120502808708003203550010002030551534246647-nfe.xml
NF 203055;2012-05-30;327.70;43120502808708003203550010002030551534246647-nfe.xml
NF 203055;2012-05-30;29.20;43120502808708003203550010002030551534246647-nfe.xml
NF 63606;2012-05-15;12.70;43120502808708002908550010000636061106138283-old.xml
NF 63606;2012-05-15;14.31;43120502808708002908550010000636061106138283-old.xml
NF 63606;2012-05-15;6.35;43120502808708002908550010000636061106138283-old.xml
NF 201724;2012-05-16;14.63;43120502808708003203550010002017241560414929-old.xml
NF 63424;2012-05-11;168.24;43120502808708002908550010000634241080117974-old.xml
NF 63424;2012-05-11;39.30;43120502808708002908550010000634241080117974-old.xml
NF 63424;2012-05-11;37.99;43120502808708002908550010000634241080117974-old.xml
NF 200557;2012-05-04;35.37;43120502808708003203550010002005571379279182-nfe.xml
NF 200557;2012-05-04;45.31;43120502808708003203550010002005571379279182-nfe.xml
NF 200557;2012-05-04;15.44;43120502808708003203550010002005571379279182-nfe.xml
NF 202531;2012-05-24;8.55;43120502808708003203550010002025311552189430-nfe.xml
NF 202531;2012-05-24;8.55;43120502808708003203550010002025311552189430-nfe.xml
NF 202531;2012-05-24;14.37;43120502808708003203550010002025311552189430-nfe.xml
NF 201423;2012-05-12;17.40;43120502808708003203550010002014232037400750-nfe.xml
NF 201423;2012-05-12;17.68;43120502808708003203550010002014232037400750-nfe.xml
NF 201423;2012-05-12;428.65;43120502808708003203550010002014232037400750-nfe.xml
NF 202532;2012-05-24;223.63;43120502808708003203550010002025321572340645-nfe.xml
NF 202532;2012-05-24;357.74;43120502808708003203550010002025321572340645-nfe.xml
NF 202532;2012-05-24;15.44;43120502808708003203550010002025321572340645-nfe.xml
NF 200986;2012-05-09;801.84;43120502808708003203550010002009862397229894-old.xml
NF 63209;2012-05-07;119.40;43120502808708002908550010000632091380150350-old.xml
NF 63209;2012-05-07;119.40;43120502808708002908550010000632091380150350-old.xml
NF 63196;2012-05-05;31.74;43120502808708002908550010000631961573366583-old.xml
NF 63196;2012-05-05;14.31;43120502808708002908550010000631961573366583-old.xml
NF 63196;2012-05-05;99.72;43120502808708002908550010000631961573366583-old.xml
NF 202436;2012-05-23;826.23;43120502808708003203550010002024361454400420-old.xml
NF 201839;2012-05-17;424.16;43120502808708003203550010002018392275190658-nfe.xml
NF 201839;2012-05-17;368.08;43120502808708003203550010002018392275190658-nfe.xml
NF 201839;2012-05-17;15.44;43120502808708003203550010002018392275190658-nfe.xml
NF 63607;2012-05-15;132.81;43120502808708002908550010000636071126249533-old.xml
NF 63607;2012-05-15;66.48;43120502808708002908550010000636071126249533-old.xml
NF 63607;2012-05-15;55.97;43120502808708002908550010000636071126249533-old.xml
NF 200423;2012-05-03;787.88;43120502808708003203550010002004231479395059-old.xml
NF 63504;2012-05-12;125.50;43120502808708002908550010000635041512412518-nfe.xml
NF 63504;2012-05-12;115.19;43120502808708002908550010000635041512412518-nfe.xml
NF 63504;2012-05-12;28.43;43120502808708002908550010000635041512412518-nfe.xml
NF 201292;2012-05-11;676.32;43120502808708003203550010002012922470279632-old.xml
NF 201292;2012-05-11;179.15;43120502808708003203550010002012922470279632-old.xml
NF 202185;2012-05-21;280.86;43120502808708003203550010002021852422422964-nfe.xml
NF 63049;2012-05-02;28.32;43120502808708002908550010000630491442263548-nfe.xml
NF 200528;2012-05-04;711.83;43120502808708003203550010002005282450191986-old.xml
NF 63961;2012-05-24;15.02;43120502808708002908550010000639611571110270-nfe.xml
NF 63961;2012-05-24;47.26;43120502808708002908550010000639611571110270-nfe.xml
NF 63961;2012-05-24;16.12;43120502808708002908550010000639611571110270-nfe.xml
NF 201846;2012-05-17;59.33;43120502808708003203550010002018461072328970-nfe.xml
NF 201846;2012-05-17;118.51;43120502808708003203550010002018461072328970-nfe.xml
NF 201846;2012-05-17;337.00;43120502808708003203550010002018461072328970-nfe.xml
NF 63228;2012-05-07;30.66;43120502808708002908550010000632281121397494-old.xml
NF 63228;2012-05-07;12.70;43120502808708002908550010000632281121397494-old.xml
NF 200666;2012-05-05;59.33;43120502808708003203550010002006662404289614-nfe.xml
NF 200666;2012-05-05;389.67;43120502808708003203550010002006662404289614-nfe.xml
NF 200666;2012-05-05;30.61;43120502808708003203550010002006662404289614-nfe.xml
NF 201422;2012-05-12;15.17;43120502808708003203550010002014222007223500-old.xml
NF 201422;2012-05-12;14.63;43120502808708003203550010002014222007223500-old.xml
NF 201422;2012-05-12;32.84;43120502808708003203550010002014222007223500-old.xml
NF 200558;2012-05-04;170.82;43120502808708003203550010002005581419259311-old.xml
NF 200558;2012-05-04;351.53;43120502808708003203550010002005581419259311-old.xml
NF 200558;2012-05-04;17.40;43120502808708003203550010002005581419259311-old.xml
NF 202186;2012-05-21;8.85;43120502808708003203550010002021862478168947-old.xml
NF 202186;2012-05-21;289.30;43120502808708003203550010002021862478168947-old.xml
NF 200438;2012-05-03;338.16;43120502808708003203550010002004381416228867-nfe.xml
NF 200438;2012-05-03;467.74;43120502808708003203550010002004381416228867-nfe.xml
NF 64060;2012-05-26;56.64;43120502808708002908550010000640601508364411-nfe.xml
NF 64060;2012-05-26;202.84;43120502808708002908550010000640601508364411-nfe.xml
NF 202187;2012-05-21;354.09;43120502808708003203550010002021872558238035-nfe.xml
NF 202187;2012-05-21;17.40;43120502808708003203550010002021872558238035-nfe.xml
NF 202187;2012-05-21;189.41;43120502808708003203550010002021872558238035-nfe.xml
NF 201648;2012-05-15;195.48;43120502808708003203550010002016481332236933-old.xml
NF 63229;2012-05-07;230.38;43120502808708002908550010000632291141122382-old.xml
NF 63229;2012-05-07;39.35;43120502808708002908550010000632291141122382-old.xml
NF 63229;2012-05-07;38.67;43120502808708002908550010000632291141122382-old.xml
NF 200307;2012-05-02;791.37;43120502808708003203550010002003072361267161-nfe.xml
NF 200667;2012-05-05;512.47;43120502808708003203550010002006672008143746-nfe.xml
NF 200667;2012-05-05;366.34;43120502808708003203550010002006672008143746-nfe.xml
NF 63605;2012-05-15;7.66;43120502808708002908550010000636051016164199-old.xml
NF 63605;2012-05-15;7.51;43120502808708002908550010000636051016164199-old.xml
NF 63195;2012-05-05;90.70;43120502808708002908550010000631951523128258-nfe.xml
NF 63195;2012-05-05;13.87;43120502808708002908550010000631951523128258-nfe.xml
NF 202530;2012-05-24;630.43;43120502808708003203550010002025301430272335-nfe.xml
NF 202530;2012-05-24;288.19;43120502808708003203550010002025301430272335-nfe.xml
NF 201602;2012-05-15;385.37;43120502808708003203550010002016022508193556-old.xml
NF 200665;2012-05-05;8.55;43120502808708003203550010002006652354187000-nfe.xml
NF 200665;2012-05-05;8.55;43120502808708003203550010002006652354187000-nfe.xml
NF 203055;2012-05-30;273.75;43120502808708003203550010002030551534246647-old.xml
NF 203055;2012-05-30;327.70;43120502808708003203550010002030551534246647-old.xml
NF 203055;2012-05-30;29.20;43120502808708003203550010002030551534246647-old.xml
NF 63962;2012-05-24;89.44;43120502808708002908550010000639621002316687-nfe.xml
NF 63962;2012-05-24;68.52;43120502808708002908550010000639621002316687-nfe.xml
NF 63962;2012-05-24;18.32;43120502808708002908550010000639621002316687-nfe.xml
NF 201725;2012-05-16;520.03;43120502808708003203550010002017251061160732-nfe.xml
NF 201725;2012-05-16;169.42;43120502808708003203550010002017251061160732-nfe.xml
